,WorkerId,Language,Word,URL,Gender,Native Language,Years Spoken,Number of Languages Spoken,Pronunciations
223,AJY5G987IRT25,English,area,https://vocaroo.com/i/s11dfnIjrEgN,1,O,O,O,"('area', 'aria', 'area')"
224,AJY5G987IRT25,English,green,https://vocaroo.com/i/s1WWb2JJuzMu,1,O,O,O,"('green', 'green', 'green')"
225,AJY5G987IRT25,English,sudden,https://vocaroo.com/i/s1H31sCK5M4S,1,O,O,O,"('southern', 'sudden', 'southern')"
226,AJY5G987IRT25,English,coast,https://vocaroo.com/i/s0Iu62oOgNb4,1,O,O,O,"('coast', 'cosed', 'coast')"
227,AJY5G987IRT25,English,mix,https://vocaroo.com/i/s0geWEVjuXYS,1,O,O,O,"('mix', 'mix', 'mix')"
228,AJY5G987IRT25,English,colony,https://vocaroo.com/i/s0KKW4kcANyQ,1,O,O,O,"('colony', 'colony', 'colony')"
229,AJY5G987IRT25,English,led,https://vocaroo.com/i/s0E9UQ4Uv0lj,1,O,O,O,"('let', 'lat', 'led')"
230,AJY5G987IRT25,English,up,https://vocaroo.com/i/s0EMxQqYTGsS,1,O,O,O,"('up', 'up', 'up')"
231,AJY5G987IRT25,English,mean,https://vocaroo.com/i/s199p6Mn1rVl,1,O,O,O,"('mean', 'mean', 'mean')"
233,AJY5G987IRT25,English,south,https://vocaroo.com/i/s0iOy7NSq7XF,1,O,O,O,"('sauce', 'solve', 'salve')"
234,AJY5G987IRT25,English,warm,https://vocaroo.com/i/s0mL7YEii1bF,1,O,O,O,"('war', 'warm', 'war')"
236,AJY5G987IRT25,English,sand,https://vocaroo.com/i/s1H51g9UhtAh,1,O,O,O,"('sand', 'sand', 'sand')"
237,AJY5G987IRT25,English,brown,https://vocaroo.com/i/s0FQCqoWl501,1,O,O,O,"('brown', 'brown', 'brown')"
238,AJY5G987IRT25,English,major,https://vocaroo.com/i/s1JgnQMPx59G,1,O,O,O,"('major', 'major', 'major')"
239,AJY5G987IRT25,English,band,https://vocaroo.com/i/s16WThFlOmH6,1,O,O,O,"('band', 'band', 'band')"
240,A3D50Z9CO31UQG,English,use,https://vocaroo.com/i/s0yK3A9jQgjq,2,E,O,2,"('views', 'news', 'views')"
241,A3D50Z9CO31UQG,English,before,https://vocaroo.com/i/s0AsTEHCadus,2,E,O,2,"('before', 'before', 'before')"
242,A3D50Z9CO31UQG,English,don't,https://vocaroo.com/i/s1Uk5taDQv55,2,E,O,2,"(""dont's"", ""don't"", 'bounce')"
243,A3D50Z9CO31UQG,English,problem,https://vocaroo.com/i/s0FAGsnMksSJ,2,E,O,2,"('problem', 'problem', 'problem')"
247,A3D50Z9CO31UQG,English,wear,https://vocaroo.com/i/s12ecfreh4G2,2,E,O,2,"('where', 'where', 'wear')"
248,A3D50Z9CO31UQG,English,fresh,https://vocaroo.com/i/s10RxQue6tTm,2,E,O,2,"('fash', 'fetch', 'fetch')"
249,A3D50Z9CO31UQG,English,rope,https://vocaroo.com/i/s1bknkzuPeZR,2,E,O,2,"('brawl', 'rope', 'rope')"
250,A38HSRG6HHS8FX,English,your,https://vocaroo.com/i/s1E7qJo7u76r,2,E,O,1,"('your', 'your')"
251,A38HSRG6HHS8FX,English,move,https://vocaroo.com/i/s16WRkPgNq86,2,E,O,1,"('move', 'move')"
252,A38HSRG6HHS8FX,English,while,https://vocaroo.com/i/s040Mj7glX18,2,E,O,1,"('while', 'while')"
253,A38HSRG6HHS8FX,English,piece,https://vocaroo.com/i/s0xh97MWzITs,2,E,O,1,"('peace', 'peace')"
254,A38HSRG6HHS8FX,English,minute,https://vocaroo.com/i/s0v5gEK7tHEl,2,E,O,1,"('minute', 'minute')"
255,A38HSRG6HHS8FX,English,subject,https://vocaroo.com/i/s1MzWd8zawUq,2,E,O,1,"('subject', 'subject')"
256,A38HSRG6HHS8FX,English,roll,https://vocaroo.com/i/s05YcGJXvyD6,2,E,O,1,"('roll', 'role')"
257,A38HSRG6HHS8FX,English,garden,https://vocaroo.com/i/s0hDJIhUluo5,2,E,O,1,"('garden', 'garden')"
258,A38HSRG6HHS8FX,English,search,https://vocaroo.com/i/s0gkDLj6TGJD,2,E,O,1,"('search', 'search')"
259,A38HSRG6HHS8FX,English,slip,https://vocaroo.com/i/s0eUfMpkFVoI,2,E,O,1,"('slip', 'slip')"
260,AM00A2C4FI0Q4,English,how,https://vocaroo.com/i/s0670u7P89bU,2,E,O,2,"('how', 'how', 'how')"
261,AM00A2C4FI0Q4,English,right,https://vocaroo.com/i/s1bAeFGKaKLK,2,E,O,2,"('right', 'right', 'right')"
262,AM00A2C4FI0Q4,English,press,https://vocaroo.com/i/s0JSEl3bpA85,2,E,O,2,"('press', 'pretsy', 'quests')"
263,AM00A2C4FI0Q4,English,told,https://vocaroo.com/i/s00KXMjYYfk1,2,E,O,2,"('told', 'told', 'told')"
264,AM00A2C4FI0Q4,English,strong,https://vocaroo.com/i/s0ROaTXtDqY6,2,E,O,2,"('strong', 'strong', 'strong')"
265,AM00A2C4FI0Q4,English,region,https://vocaroo.com/i/s19i4u3sCcAE,2,E,O,2,"('region', 'weegian', 'midgent')"
266,AM00A2C4FI0Q4,English,temperature,https://vocaroo.com/i/s06r1IeO2z9s,2,E,O,2,"('temperature', 'temperature', 'temperature')"
267,AM00A2C4FI0Q4,English,equal,https://vocaroo.com/i/s0beHtkxI1Bl,2,E,O,2,"('equal', 'equal', 'equal')"
268,AM00A2C4FI0Q4,English,send,https://vocaroo.com/i/s0uFkffmzgdw,2,E,O,2,"('send', 'sund', 'sand')"
269,AM00A2C4FI0Q4,English,win,https://vocaroo.com/i/s04xRgRQgvml,2,E,O,2,"('when', 'when', 'when')"
270,A3IRT5NAX14OIT,English,said,https://vocaroo.com/i/s1s81pjH4rNl,1,E,O,2,"('said', 'set')"
271,A3IRT5NAX14OIT,English,boy,https://vocaroo.com/i/s00Sy9jIlvgH,1,E,O,2,"('boy', 'boy')"
272,A3IRT5NAX14OIT,English,close,https://vocaroo.com/i/s0uLZU7b9kOg,1,E,O,2,"('close', 'close')"
273,A3IRT5NAX14OIT,English,knew,https://vocaroo.com/i/s0co2FIjP5il,1,E,O,2,"('mute', 'new')"
274,A3IRT5NAX14OIT,English,special,https://vocaroo.com/i/s1W78RI3F2Le,1,E,O,2,"('special', 'special')"
275,A3IRT5NAX14OIT,English,energy,https://vocaroo.com/i/s0cfIgPB0GH9,1,E,O,2,"('energy', 'energy')"
276,A3IRT5NAX14OIT,English,finger,https://vocaroo.com/i/s1bX32IdBvCd,1,E,O,2,"('finger', 'finger')"
277,A3IRT5NAX14OIT,English,sent,https://vocaroo.com/i/s1H1XyjTSDBy,1,E,O,2,"('scent', 'sent')"
278,A3IRT5NAX14OIT,English,yellow,https://vocaroo.com/i/s1boDkZYwDMW,1,E,O,2,"('yellow', 'yellow')"
279,A3IRT5NAX14OIT,English,dream,https://vocaroo.com/i/s0PsmxJWQh4T,1,E,O,2,"('dream', 'dream')"
280,A1XZ4JE7HEAT29,English,an,https://vocaroo.com/i/s0c4VdhrLVvo,2,E,O,1,"('n', 'n', 'an')"
281,A1XZ4JE7HEAT29,English,old,https://vocaroo.com/i/s1JKQMKDdhRs,2,E,O,1,"('old', 'old', 'old')"
282,A1XZ4JE7HEAT29,English,night,https://vocaroo.com/i/s1B99YOv7ckn,2,E,O,1,"('night', 'night', 'night')"
283,A1XZ4JE7HEAT29,English,pass,https://vocaroo.com/i/s1UYX3olnMgs,2,E,O,1,"('ass', 'as', 'as')"
284,A1XZ4JE7HEAT29,English,mind,https://vocaroo.com/i/s0vLVGzP1x9M,2,E,O,1,"('bind', 'bind', 'bind')"
285,A1XZ4JE7HEAT29,English,hunt,https://vocaroo.com/i/s0sRyPmtq7oG,2,E,O,1,"('hunt', 'hunt', 'hunt')"
286,A1XZ4JE7HEAT29,English,industry,https://vocaroo.com/i/s0HeMJ2QqrJq,2,E,O,1,"('industry', 'industry', 'industry')"
287,A1XZ4JE7HEAT29,English,choose,https://vocaroo.com/i/s1dOX1LQ1fi1,2,E,O,1,"('fuse', 'use', 'use')"
288,A1XZ4JE7HEAT29,English,gun,https://vocaroo.com/i/s0s9j3fqQ4Eq,2,E,O,1,"('gun', 'gun', 'gun')"
289,A1XZ4JE7HEAT29,English,evening,https://vocaroo.com/i/s1MC9kGKldcj,2,E,O,1,"('evening', 'evening', 'evening')"
290,A2BLFFZ0VK2WNA,English,each,https://vocaroo.com/i/s1ZK3Q8vNHrH,1,E,O,2,"('each', 'each', 'itch')"
291,A2BLFFZ0VK2WNA,English,too,https://vocaroo.com/i/s0dEYogH7MUR,1,E,O,2,"('two', 'to', 'two')"
292,A2BLFFZ0VK2WNA,English,real,https://vocaroo.com/i/s1hIhmbigMmi,1,E,O,2,"('real', 'real', 'real')"
293,A2BLFFZ0VK2WNA,English,since,https://vocaroo.com/i/s0v3z72FHmoq,1,E,O,2,"('since', 'sex', 'sense')"
294,A2BLFFZ0VK2WNA,English,behind,https://vocaroo.com/i/s0EUqP4rSKTX,1,E,O,2,"('behind', 'behind', 'behind')"
295,A2BLFFZ0VK2WNA,English,probable,https://vocaroo.com/i/s1dqkuhdlU2K,1,E,O,2,"('probable', 'probable', 'probable')"
296,A2BLFFZ0VK2WNA,English,value,https://vocaroo.com/i/s1YnMQoVbTKR,1,E,O,2,"('value', 'value', 'value')"
297,A2BLFFZ0VK2WNA,English,fell,https://vocaroo.com/i/s1ULUxtsMZcX,1,E,O,2,"('fell', 'fell', 'fell')"
298,A2BLFFZ0VK2WNA,English,allow,https://vocaroo.com/i/s0U2zDSRxjT1,1,E,O,2,"('allow', 'allow', 'allow')"
299,A2BLFFZ0VK2WNA,English,condition,https://vocaroo.com/i/s180qR2eljsf,1,E,O,2,"('condition', 'condition', 'condition')"
301,A1XZ4JE7HEAT29,English,tell,https://vocaroo.com/i/s0io5tR0KMCK,2,E,O,1,"('tell', 'tell', 'towel')"
302,A1XZ4JE7HEAT29,English,few,https://vocaroo.com/i/s08V3vOaWeSu,2,E,O,1,"('teal', 'few', 'few')"
303,A1XZ4JE7HEAT29,English,whole,https://vocaroo.com/i/s07xeaEBTu2L,2,E,O,1,"('hole', 'pull', 'whole')"
304,A1XZ4JE7HEAT29,English,tail,https://vocaroo.com/i/s1X6eY000nB2,2,E,O,1,"('tall', 'tall', 'tall')"
305,A1XZ4JE7HEAT29,English,brother,https://vocaroo.com/i/s1M7tS9GmM7X,2,E,O,1,"('weather', 'brother', 'brother')"
306,A1XZ4JE7HEAT29,English,lie,https://vocaroo.com/i/s1arL2BP5xxo,2,E,O,1,"('light', 'lie', 'lie')"
307,A1XZ4JE7HEAT29,English,flow,https://vocaroo.com/i/s1zOxilBwHEj,2,E,O,1,"('flow', 'flow', 'flow')"
308,A1XZ4JE7HEAT29,English,dead,https://vocaroo.com/i/s1vfQUSpx1e3,2,E,O,1,"('dead', 'dead', 'dead')"
309,A1XZ4JE7HEAT29,English,tool,https://vocaroo.com/i/s0TJsjiVMvca,2,E,O,1,"('tool', 'tool', 'tool')"
310,A1ZNO22R0CI05Q,English,way,https://vocaroo.com/i/s1vY49iqKRSA,2,E,O,1,"('way', 'way', 'way')"
311,A1ZNO22R0CI05Q,English,well,https://vocaroo.com/i/s0OXHWsbWDH9,2,E,O,1,"('well', 'well', 'woe')"
312,A1ZNO22R0CI05Q,English,white,https://vocaroo.com/i/s0RN1IKYBK9C,2,E,O,1,"('white', 'white', 'white')"
313,A1ZNO22R0CI05Q,English,better,https://vocaroo.com/i/s0WMylQgqHNH,2,E,O,1,"('better', 'better', 'better')"
314,A1ZNO22R0CI05Q,English,nothing,https://vocaroo.com/i/s0qkBg8ema5H,2,E,O,1,"('nothing', 'nothing', 'nothing')"
315,A1ZNO22R0CI05Q,English,forest,https://vocaroo.com/i/s0zPkTRiigFC,2,E,O,1,"('forest', 'forest', 'forest')"
316,A1ZNO22R0CI05Q,English,ear,https://vocaroo.com/i/s1X5z86jsglH,2,E,O,1,"('ear', 'ear', 'ear')"
317,A1ZNO22R0CI05Q,English,decimal,https://vocaroo.com/i/s0Vvl5WM1Blf,2,E,O,1,"('decimal', 'decimal', 'decimal')"
318,A1ZNO22R0CI05Q,English,rose,https://vocaroo.com/i/s0NzqiYAkLrk,2,E,O,1,"('rose', 'rose', 'rose')"
319,A1ZNO22R0CI05Q,English,double,https://vocaroo.com/i/s1Nex6rd84gi,2,E,O,1,"('double', 'double', 'double')"
321,AJY5G987IRT25,English,also,https://vocaroo.com/i/s1Xoyv7yvM8E,1,O,O,O,"('also', 'also', 'also')"
322,AJY5G987IRT25,English,children,https://vocaroo.com/i/s1HO4Nq2Qjcs,1,O,O,O,"('children', 'children', 'children')"
323,AJY5G987IRT25,English,TRUE,https://vocaroo.com/i/s051JjA5gsj7,1,O,O,O,"('children', 'true', 'true')"
324,AJY5G987IRT25,English,course,https://vocaroo.com/i/s0VBkHYQDooy,1,O,O,O,"('course', 'course', 'course')"
325,AJY5G987IRT25,English,sit,https://vocaroo.com/i/s0IJrb6hb9qK,1,O,O,O,"('sit', 'sit', 'sit')"
326,AJY5G987IRT25,English,else,https://vocaroo.com/i/s0XTSChPwLFE,1,O,O,O,"('else', 'else', 'else')"
327,AJY5G987IRT25,English,gentle,https://vocaroo.com/i/s0hbalME8rQi,1,O,O,O,"('gentle', 'gentle', 'gentle')"
328,AJY5G987IRT25,English,continue,https://vocaroo.com/i/s0kpXFQk9VVC,1,O,O,O,"('continue', 'continue', 'continue')"
329,AJY5G987IRT25,English,seat,https://vocaroo.com/i/s1LKmTKxQUZ0,1,O,O,O,"('seat', 'seed', 'seat')"
330,A20WOLZTULWVHB,English,many,https://vocaroo.com/i/s13h4QPhMMyl,2,E,O,O,"('money', 'many', 'many')"
331,A20WOLZTULWVHB,English,play,https://vocaroo.com/i/s1J9BqCZnOeV,2,E,O,O,"('pray', 'play', 'quiet')"
332,A20WOLZTULWVHB,English,begin,https://vocaroo.com/i/s0clxP8EcAWB,2,E,O,O,"('begin', 'begin', 'began')"
333,A20WOLZTULWVHB,English,during,https://vocaroo.com/i/s1JdMSjYottp,2,E,O,O,"('grain', 'during', 'caring')"
334,A20WOLZTULWVHB,English,stay,https://vocaroo.com/i/s1zKXS9I43B7,2,E,O,O,"('stay', 'stay', 'stay')"
335,A20WOLZTULWVHB,English,race,https://vocaroo.com/i/s0UnOnshW0si,2,E,O,O,"('raise', 'race', 'ways')"
336,A20WOLZTULWVHB,English,quite,https://vocaroo.com/i/s1WkOYhRnNwo,2,E,O,O,"('kuwait', 'quite', 'wait')"
337,A20WOLZTULWVHB,English,woman,https://vocaroo.com/i/s0qzHXjIO9lU,2,E,O,O,"('women', 'women', 'woolen')"
338,A20WOLZTULWVHB,English,block,https://vocaroo.com/i/s0df5ons9OPD,2,E,O,O,"('quack', 'block', 'work')"
339,A20WOLZTULWVHB,English,arrive,https://vocaroo.com/i/s0Lr4EGepNVC,2,E,O,O,"('wow', 'arrive', 'why')"
340,A1XZ4JE7HEAT29,English,then,https://vocaroo.com/i/s1n0ys1vdVBV,2,E,O,1,"('then', 'then', 'then')"
341,A1XZ4JE7HEAT29,English,small,https://vocaroo.com/i/s1i46izqvWDv,2,E,O,1,"('small', 'small', 'small')"
342,A1XZ4JE7HEAT29,English,got,https://vocaroo.com/i/s08OcVBA1Nyu,2,E,O,1,"('got', 'got', 'got')"
343,A1XZ4JE7HEAT29,English,hundred,https://vocaroo.com/i/s1YVVuSho9tI,2,E,O,1,"('hundred', 'hundred', 'hundred')"
344,A1XZ4JE7HEAT29,English,wheel,https://vocaroo.com/i/s0x1nsr454Of,2,E,O,1,"('wheel', 'wheel', 'wheel')"
345,A1XZ4JE7HEAT29,English,window,https://vocaroo.com/i/s19ie1Q6M3KX,2,E,O,1,"('window', 'window', 'window')"
346,A1XZ4JE7HEAT29,English,broke,https://vocaroo.com/i/s0FVCEuKMwrZ,2,E,O,1,"('rope', 'broke', 'broke')"
347,A1XZ4JE7HEAT29,English,captain,https://vocaroo.com/i/s0YzgG21fzgJ,2,E,O,1,"('captain', 'captain', 'captain')"
348,A1XZ4JE7HEAT29,English,chart,https://vocaroo.com/i/s0RcMLY2oEaL,2,E,O,1,"('chart', 'chart', 'chart')"
349,A1XZ4JE7HEAT29,English,master,https://vocaroo.com/i/s0PRaS0EEEFG,2,E,O,1,"('master', 'master', 'master')"
351,AJ86CAZX0QCE9,English,end,https://vocaroo.com/i/s0jJ52WDyc8v,2,E,O,1,"('tend', 'uned', 'end')"
352,AJ86CAZX0QCE9,English,walk,https://vocaroo.com/i/s0Y1AcVjUdXY,2,E,O,1,"('walk', 'walk', 'walk')"
354,AJ86CAZX0QCE9,English,full,https://vocaroo.com/i/s0SBrwUQ8OSD,2,E,O,1,"('four', 'fool', 'full')"
356,AJ86CAZX0QCE9,English,case,https://vocaroo.com/i/s1dnKAemmZiy,2,E,O,1,"('nan', 'tape', 'eight')"
357,AJ86CAZX0QCE9,English,practice,https://vocaroo.com/i/s0Wv2AvTIToK,2,E,O,1,"('tooth paste', 'practice', 'practice')"
358,AJ86CAZX0QCE9,English,hat,https://vocaroo.com/i/s1Ud00xRNsyK,2,E,O,1,"('hate', 'hat', 'hat')"
359,AJ86CAZX0QCE9,English,track,https://vocaroo.com/i/s1ULQgEnNUVi,2,E,O,1,"('track', 'track', 'track')"
360,A37XD2PJTA9PCL,English,write,https://vocaroo.com/i/s0EcFblKQcpB,2,E,3,1,"('right', 'write', 'right')"
361,A37XD2PJTA9PCL,English,put,https://vocaroo.com/i/s06lPP7hefsQ,2,E,3,1,"('boot', 'boots', 'boot')"
362,A37XD2PJTA9PCL,English,example,https://vocaroo.com/i/s1yfgEuEQmX0,2,E,3,1,"('example', 'example', 'example')"
363,A37XD2PJTA9PCL,English,remember,https://vocaroo.com/i/s0MkdEMeQ9oS,2,E,3,1,"('remember', 'remember', 'remember')"
364,A37XD2PJTA9PCL,English,force,https://vocaroo.com/i/s0jOUZb6Po0d,2,E,3,1,"('horse', 'force', 'force')"
365,A37XD2PJTA9PCL,English,summer,https://vocaroo.com/i/s1e3UQClOceU,2,E,3,1,"('summer', 'summer', 'summer')"
366,A37XD2PJTA9PCL,English,middle,https://vocaroo.com/i/s0qL6C2rkopa,2,E,3,1,"('middle', 'middle', 'middle')"
367,A37XD2PJTA9PCL,English,separate,https://vocaroo.com/i/s0OuIW9hCeu1,2,E,3,1,"('separate', 'separate', 'separate')"
368,A37XD2PJTA9PCL,English,sell,https://vocaroo.com/i/s1usdWuf1lcM,2,E,3,1,"('zoo', 'chew', 'sue')"
369,A37XD2PJTA9PCL,English,parent,https://vocaroo.com/i/s1a3rj3YNG6M,2,E,3,1,"('parridge', 'orange', 'courage')"
370,A15VCKELIEEPJN,English,would,https://vocaroo.com/i/s0OedfZUws8f,1,E,O,1,"('wood', 'wood', 'would')"
371,A15VCKELIEEPJN,English,home,https://vocaroo.com/i/s1lmLkJWqOs7,1,E,O,1,"('home', 'home', 'home')"
372,A15VCKELIEEPJN,English,ease,https://vocaroo.com/i/s18s7wNj1wSm,1,E,O,1,"('ease', 'ease', 'ease')"
373,A15VCKELIEEPJN,English,step,https://vocaroo.com/i/s12Cqk4CofnF,1,E,O,1,"('step', 'step', 'step')"
374,A15VCKELIEEPJN,English,blue,https://vocaroo.com/i/s1DWEixfciyG,1,E,O,1,"('blue', 'blue', 'blue', 'blue', 'blue', 'blue')"
375,A15VCKELIEEPJN,English,train,https://vocaroo.com/i/s1KwDl5ykR8P,1,E,O,1,"('train', 'train', 'train')"
376,A15VCKELIEEPJN,English,kill,https://vocaroo.com/i/s1YA2f4hIY7V,1,E,O,1,"('kill', 'kill', 'kill')"
378,A15VCKELIEEPJN,English,success,https://vocaroo.com/i/s0CFVGbeV13p,1,E,O,1,"('success', 'success', 'success')"
379,A15VCKELIEEPJN,English,shore,https://vocaroo.com/i/s0rUEiG20jTa,1,E,O,1,"('shore', 'shore', 'sure')"
380,AJY5G987IRT25,English,these,https://vocaroo.com/i/s03pnzqz80h2,1,O,O,O,"('these', 'these', 'these')"
381,AJY5G987IRT25,English,port,https://vocaroo.com/i/s0LjCAmVsUT2,1,O,O,O,"('bored', 'board', 'port')"
382,AJY5G987IRT25,English,always,https://vocaroo.com/i/s1lpjdm1HD8L,1,O,O,O,"('always', 'always', 'always')"
383,AJY5G987IRT25,English,west,https://vocaroo.com/i/s1xYYTHpwOZI,1,O,O,O,"('west', 'rest', 'west')"
384,AJY5G987IRT25,English,surface,https://vocaroo.com/i/s1ywRrsQcrVv,1,O,O,O,"('surface', 'surface', 'surface')"
385,AJY5G987IRT25,English,lone,https://vocaroo.com/i/s1A00FNQItCg,1,O,O,O,"('lone', 'low', 'loan')"
386,AJY5G987IRT25,English,moment,https://vocaroo.com/i/s1gxJQOjnibB,1,O,O,O,"('moment', 'moment', 'moment')"
387,AJY5G987IRT25,English,protect,https://vocaroo.com/i/s1V3AVd00nVy,1,O,O,O,"('protect', 'protect', 'protect')"
388,AJY5G987IRT25,English,event,https://vocaroo.com/i/s0EfVyY9su2I,1,O,O,O,"('invent', 'event', 'event')"
389,AJY5G987IRT25,English,substance,https://vocaroo.com/i/s1sIUfc8tPFR,1,O,O,O,"('substance', 'substance', 'substance')"
391,AJY5G987IRT25,English,large,https://vocaroo.com/i/s1yf521qWzjL,1,O,O,O,"('large', 'large', 'large')"
392,AJY5G987IRT25,English,music,https://vocaroo.com/i/s1hUewibl0Xh,1,O,O,O,"('music', 'music', 'music')"
394,AJY5G987IRT25,English,deep,https://vocaroo.com/i/s1r2jqkcVEO6,1,O,O,O,"('deep', 'deep', 'deep')"
395,AJY5G987IRT25,English,leg,https://vocaroo.com/i/s1bYDnNuMGMN,1,O,O,O,"('lag', 'lack', 'leg')"
396,AJY5G987IRT25,English,scale,https://vocaroo.com/i/s0uek6HpXH7w,1,O,O,O,"('scale', 'scale', 'scale')"
397,AJY5G987IRT25,English,noon,https://vocaroo.com/i/s1vUsyweNELg,1,O,O,O,"('imune', 'nude', 'noon')"
398,AJY5G987IRT25,English,particular,https://vocaroo.com/i/s1njrILZR3W5,1,O,O,O,"('particular', 'particular', 'particular')"
399,AJY5G987IRT25,English,favor,https://vocaroo.com/i/s0cOnMaYjqmp,1,O,O,O,"('favor', 'favor', 'favor')"
401,A1XZ4JE7HEAT29,English,spell,https://vocaroo.com/i/s0AWZJM9GjQ5,2,E,O,1,"('l', 'now', 'bell')"
402,A1XZ4JE7HEAT29,English,those,https://vocaroo.com/i/s1Eid1U2lxT1,2,E,O,1,"('nose', 'nose', 'those')"
403,A1XZ4JE7HEAT29,English,interest,https://vocaroo.com/i/s16EfJrRyPBr,2,E,O,1,"('interest', 'interest', 'interest')"
404,A1XZ4JE7HEAT29,English,moon,https://vocaroo.com/i/s12SU3SLx0pl,2,E,O,1,"('moon', 'moon', 'moon')"
405,A1XZ4JE7HEAT29,English,exercise,https://vocaroo.com/i/s1EZNQ0MHxyf,2,E,O,1,"('exercise', 'exercise', 'exercise')"
406,A1XZ4JE7HEAT29,English,loud,https://vocaroo.com/i/s0bNJdupfg0R,2,E,O,1,"('loud', 'loud', 'loud')"
407,A1XZ4JE7HEAT29,English,whose,https://vocaroo.com/i/s0z6k21lGFTI,2,E,O,1,"('whose', 'boose', 'whose')"
409,A1XZ4JE7HEAT29,English,connect,https://vocaroo.com/i/s1DWEixfciyG,2,E,O,1,"('blue', 'blue', 'blue', 'blue', 'blue', 'blue')"
410,A1XZ4JE7HEAT29,English,two,https://vocaroo.com/i/s1jZVD320bcx,2,E,O,1,"('too', 'to', 'true')"
411,A1XZ4JE7HEAT29,English,must,https://vocaroo.com/i/s1rqwzgFoGjv,2,E,O,1,"('must', 'must', 'must')"
412,A1XZ4JE7HEAT29,English,until,https://vocaroo.com/i/s0C0hiNioiQW,2,E,O,1,"('until', 'until', 'until')"
413,A1XZ4JE7HEAT29,English,listen,https://vocaroo.com/i/s02wdG4Fs0J4,2,E,O,1,"('listen', 'listen', 'listen')"
414,A1XZ4JE7HEAT29,English,test,https://vocaroo.com/i/s1f2a8Br0ecE,2,E,O,1,"('test', 'test', 'cat')"
415,A1XZ4JE7HEAT29,English,sky,https://vocaroo.com/i/s1xXxTzMl4l4,2,E,O,1,"('sky', 'sky', 'sky')"
416,A1XZ4JE7HEAT29,English,consonant,https://vocaroo.com/i/s1gsJPLgrvFS,2,E,O,1,"('continent', 'continent', 'accident')"
417,A1XZ4JE7HEAT29,English,caught,https://vocaroo.com/i/s1GB2cG4CVwg,2,E,O,1,"('caught', 'caught', 'fault')"
418,A1XZ4JE7HEAT29,English,shoe,https://vocaroo.com/i/s1U2Y8rciETq,2,E,O,1,"('chew', 'shoe', 'shoe')"
419,A1XZ4JE7HEAT29,English,glad,https://vocaroo.com/i/s1dUMJwlwNyl,2,E,O,1,"('glad', 'glad', 'quite')"
420,AIG1UGAMI99Z9,English,has,https://vocaroo.com/i/s0TfxCvh2VAw,1,E,O,O,"('has', 'big', 'has')"
421,AIG1UGAMI99Z9,English,big,https://vocaroo.com/i/s0bQc5izMu03,1,E,O,O,"('big', 'big', 'big')"
422,AIG1UGAMI99Z9,English,mile,https://vocaroo.com/i/s1IaKAspxfuk,1,E,O,O,"('mile', 'mild', 'mile')"
423,AIG1UGAMI99Z9,English,six,https://vocaroo.com/i/s1WSk7MQsLIr,1,E,O,O,"('six', 'six', 'six')"
424,AIG1UGAMI99Z9,English,record,https://vocaroo.com/i/s1UyNrPYIQBy,1,E,O,O,"('record', 'record', 'record')"
425,AIG1UGAMI99Z9,English,board,https://vocaroo.com/i/s1n7eupTHhZm,1,E,O,O,"('bored', 'bored', 'bored')"
426,AIG1UGAMI99Z9,English,nation,https://vocaroo.com/i/s15IIrlyPd6E,1,E,O,O,"('nation', 'nation', 'nation')"
427,AIG1UGAMI99Z9,English,period,https://vocaroo.com/i/s0hkD34OInhi,1,E,O,O,"('period', 'period', 'period')"
428,AIG1UGAMI99Z9,English,shoulder,https://vocaroo.com/i/s0oY9PeJhneE,1,E,O,O,"('shoulder', 'shoulder', 'shoulder')"
429,AIG1UGAMI99Z9,English,original,https://vocaroo.com/i/s1Q8oqoQ8FXv,1,E,O,O,"('original', 'original', 'original')"
430,AJY5G987IRT25,English,come,https://vocaroo.com/i/s0lT59GzgkFq,1,O,O,O,"('come', 'come', 'cha')"
431,AJY5G987IRT25,English,ask,https://vocaroo.com/i/s00nW1ASyDbe,1,O,O,O,"('asked', 'ask', 'ask')"
432,AJY5G987IRT25,English,book,https://vocaroo.com/i/s14qqrAYq9Jm,1,O,O,O,"('look', 'book', 'book')"
433,AJY5G987IRT25,English,simple,https://vocaroo.com/i/s0utPvJy26kP,1,O,O,O,"('simple', 'simple', 'simple')"
434,AJY5G987IRT25,English,stead,https://vocaroo.com/i/s0cTOvyub4qT,1,O,O,O,"('start', 'stead', 'stud')"
435,AJY5G987IRT25,English,instrument,https://vocaroo.com/i/s1ThJ4OYxfqv,1,O,O,O,"('instrument', 'instrument', 'instrument')"
436,AJY5G987IRT25,English,pay,https://vocaroo.com/i/s0Is6mbqyMoH,1,O,O,O,"('paid', 'pay', 'pay')"
437,AJY5G987IRT25,English,history,https://vocaroo.com/i/s0Qchzb1hbrD,1,O,O,O,"('history', 'history', 'history')"
438,AJY5G987IRT25,English,born,https://vocaroo.com/i/s04rjOnZzEm6,1,O,O,O,"('boar', 'bore', 'boar')"
439,AJY5G987IRT25,English,proper,https://vocaroo.com/i/s1AugGXa9y26,1,O,O,O,"('cropper', 'proper', 'cromper')"
440,A3D50Z9CO31UQG,English,did,https://vocaroo.com/i/s12MgzM63mg5,2,E,O,2,"('dead', 'did', 'did')"
